Ecm (MeV) cross (mb)
0.955	5.37E-05
0.956	5.42E-05
0.957	5.46E-05
0.958	5.51E-05
0.959	5.55E-05
0.96	5.59E-05
0.961	5.63E-05
0.962	5.67E-05
0.963	5.70E-05
0.964	5.74E-05
0.965	5.77E-05
0.966	5.80E-05
0.967	5.83E-05
0.968	5.86E-05
0.969	5.89E-05
0.97	5.91E-05
0.971	5.94E-05
0.972	5.96E-05
0.973	5.99E-05
0.974	6.01E-05
0.975	6.03E-05
0.976	6.06E-05
0.977	6.08E-05
0.978	6.10E-05
0.979	6.12E-05
0.98	6.14E-05
0.981	6.16E-05
0.982	6.18E-05
0.983	6.20E-05
0.984	6.22E-05
0.985	6.24E-05
0.986	6.26E-05
0.987	6.28E-05
0.988	6.30E-05
0.989	6.32E-05
0.99	6.34E-05
0.991	6.36E-05
0.992	6.39E-05
0.993	6.41E-05
0.994	6.43E-05
0.995	6.46E-05
0.996	6.48E-05
0.997	6.51E-05
0.998	6.54E-05
0.999	6.57E-05
1	6.60E-05
1.001	6.63E-05
1.002	6.66E-05
1.003	6.70E-05
1.004	6.74E-05
1.005	6.78E-05
1.006	6.83E-05
1.007	6.88E-05
1.008	6.93E-05
1.009	6.98E-05
1.01	7.03E-05
1.011	7.09E-05
1.012	7.14E-05
1.013	7.19E-05
1.014	7.24E-05
1.015	7.28E-05
1.016	7.31E-05
1.017	7.34E-05
1.018	7.37E-05
1.019	7.39E-05
1.02	7.40E-05
1.021	7.42E-05
1.022	7.43E-05
1.023	7.45E-05
1.024	7.47E-05
1.025	7.49E-05
1.026	7.51E-05
1.027	7.54E-05
1.028	7.57E-05
1.029	7.60E-05
1.03	7.63E-05
1.031	7.67E-05
1.032	7.71E-05
1.033	7.75E-05
1.034	7.79E-05
1.035	7.83E-05
1.036	7.88E-05
1.037	7.93E-05
1.038	7.98E-05
1.039	8.03E-05
1.04	8.08E-05
1.041	8.14E-05
1.042	8.20E-05
1.043	8.25E-05
1.044	8.31E-05
1.045	8.38E-05
1.046	8.44E-05
1.047	8.50E-05
1.048	8.57E-05
1.049	8.64E-05
1.05	8.71E-05
1.051	8.78E-05
1.052	8.86E-05
1.053	8.93E-05
1.054	9.01E-05
1.055	9.09E-05
1.056	9.17E-05
1.057	9.25E-05
1.058	9.33E-05
1.059	9.42E-05
1.06	9.51E-05
1.061	9.60E-05
1.062	9.69E-05
1.063	9.78E-05
1.064	9.88E-05
1.065	9.98E-05
1.066	1.01E-04
1.067	1.02E-04
1.068	1.03E-04
1.069	1.04E-04
1.07	1.05E-04
1.071	1.06E-04
1.072	1.07E-04
1.073	1.08E-04
1.074	1.10E-04
1.075	1.11E-04
1.076	1.12E-04
1.077	1.13E-04
1.078	1.15E-04
1.079	1.16E-04
1.08	1.17E-04
1.081	1.19E-04
1.082	1.20E-04
1.083	1.21E-04
1.084	1.23E-04
1.085	1.24E-04
1.086	1.26E-04
1.087	1.27E-04
1.088	1.29E-04
1.089	1.31E-04
1.09	1.32E-04
1.091	1.34E-04
1.092	1.36E-04
1.093	1.37E-04
1.094	1.39E-04
1.095	1.41E-04
1.096	1.43E-04
1.097	1.45E-04
1.098	1.47E-04
1.099	1.49E-04
1.1	1.51E-04
1.101	1.53E-04
1.102	1.55E-04
1.103	1.58E-04
1.104	1.60E-04
1.105	1.62E-04
1.106	1.65E-04
1.107	1.67E-04
1.108	1.70E-04
1.109	1.72E-04
1.11	1.75E-04
1.111	1.78E-04
1.112	1.80E-04
1.113	1.83E-04
1.114	1.86E-04
1.115	1.89E-04
1.116	1.92E-04
1.117	1.96E-04
1.118	1.99E-04
1.119	2.03E-04
1.12	2.06E-04
1.121	2.10E-04
1.122	2.14E-04
1.123	2.18E-04
1.124	2.22E-04
1.125	2.26E-04
1.126	2.30E-04
1.127	2.35E-04
1.128	2.39E-04
1.129	2.44E-04
1.13	2.49E-04
1.131	2.55E-04
1.132	2.60E-04
1.133	2.66E-04
1.134	2.72E-04
1.135	2.79E-04
1.136	2.85E-04
1.137	2.92E-04
1.138	3.00E-04
1.139	3.08E-04
1.14	3.16E-04
1.141	3.25E-04
1.142	3.34E-04
1.143	3.44E-04
1.144	3.54E-04
1.145	3.66E-04
1.146	3.78E-04
1.147	3.91E-04
1.148	4.05E-04
1.149	4.20E-04
1.15	4.36E-04
1.151	4.53E-04
1.152	4.73E-04
1.153	4.94E-04
1.154	5.16E-04
1.155	5.41E-04
1.156	5.69E-04
1.157	5.99E-04
1.158	6.33E-04
1.159	6.70E-04
1.16	7.11E-04
1.161	7.57E-04
1.162	8.07E-04
1.163	8.64E-04
1.164	9.26E-04
1.165	9.95E-04
1.166	1.07E-03
1.167	1.15E-03
1.168	1.24E-03
1.169	1.33E-03
1.17	1.43E-03
1.171	1.53E-03
1.172	1.62E-03
1.173	1.71E-03
1.174	1.78E-03
1.175	1.84E-03
1.176	1.87E-03
1.177	1.89E-03
1.178	1.88E-03
1.179	1.85E-03
1.18	1.80E-03
1.181	1.74E-03
1.182	1.68E-03
1.183	1.61E-03
1.184	1.53E-03
1.185	1.47E-03
1.186	1.40E-03
1.187	1.34E-03
1.188	1.28E-03
1.189	1.23E-03
1.19	1.18E-03
1.191	1.14E-03
1.192	1.10E-03
1.193	1.07E-03
1.194	1.04E-03
1.195	1.02E-03
1.196	9.94E-04
1.197	9.74E-04
1.198	9.57E-04
1.199	9.42E-04
1.2	9.30E-04
1.201	9.19E-04
1.202	9.11E-04
1.203	9.03E-04
1.204	8.97E-04
1.205	8.93E-04
1.206	8.90E-04
1.207	8.88E-04
1.208	8.87E-04
1.209	8.86E-04
1.21	8.87E-04
1.211	8.89E-04
1.212	8.91E-04
1.213	8.94E-04
1.214	8.98E-04
1.215	9.03E-04
1.216	9.08E-04
1.217	9.13E-04
1.218	9.20E-04
1.219	9.26E-04
1.22	9.34E-04
1.221	9.41E-04
1.222	9.50E-04
1.223	9.58E-04
1.224	9.67E-04
1.225	9.77E-04
1.226	9.87E-04
1.227	9.98E-04
1.228	1.01E-03
1.229	1.02E-03
1.23	1.03E-03
1.231	1.04E-03
1.232	1.06E-03
1.233	1.07E-03
1.234	1.08E-03
1.235	1.10E-03
1.236	1.11E-03
1.237	1.12E-03
1.238	1.14E-03
1.239	1.15E-03
1.24	1.17E-03
1.241	1.19E-03
1.242	1.20E-03
1.243	1.22E-03
1.244	1.24E-03
1.245	1.25E-03
1.246	1.27E-03
1.247	1.29E-03
1.248	1.31E-03
1.249	1.33E-03
1.25	1.35E-03
1.251	1.37E-03
1.252	1.39E-03
1.253	1.41E-03
1.254	1.43E-03
1.255	1.45E-03
1.256	1.48E-03
1.257	1.50E-03
1.258	1.52E-03
1.259	1.55E-03
1.26	1.57E-03
1.261	1.60E-03
1.262	1.62E-03
1.263	1.65E-03
1.264	1.68E-03
1.265	1.70E-03
1.266	1.73E-03
1.267	1.76E-03
1.268	1.79E-03
1.269	1.82E-03
1.27	1.85E-03
1.271	1.88E-03
1.272	1.91E-03
1.273	1.94E-03
1.274	1.98E-03
1.275	2.01E-03
1.276	2.04E-03
1.277	2.08E-03
1.278	2.12E-03
1.279	2.15E-03
1.28	2.19E-03
1.281	2.23E-03
1.282	2.27E-03
1.283	2.31E-03
1.284	2.35E-03
1.285	2.39E-03
1.286	2.43E-03
1.287	2.48E-03
1.288	2.52E-03
1.289	2.57E-03
1.29	2.61E-03
1.291	2.66E-03
1.292	2.71E-03
1.293	2.76E-03
1.294	2.81E-03
1.295	2.87E-03
1.296	2.92E-03
1.297	2.98E-03
1.298	3.03E-03
1.299	3.09E-03
1.3	3.15E-03
1.301	3.21E-03
1.302	3.28E-03
1.303	3.34E-03
1.304	3.41E-03
1.305	3.48E-03
1.306	3.55E-03
1.307	3.62E-03
1.308	3.70E-03
1.309	3.77E-03
1.31	3.85E-03
1.311	3.94E-03
1.312	4.02E-03
1.313	4.11E-03
1.314	4.20E-03
1.315	4.30E-03
1.316	4.40E-03
1.317	4.50E-03
1.318	4.61E-03
1.319	4.72E-03
1.32	4.84E-03
1.321	4.97E-03
1.322	5.10E-03
1.323	5.25E-03
1.324	5.40E-03
1.325	5.57E-03
1.326	5.75E-03
1.327	5.95E-03
1.328	6.18E-03
1.329	6.44E-03
1.33	6.74E-03
1.331	7.10E-03
1.332	7.55E-03
1.333	8.11E-03
1.334	8.84E-03
1.335	9.84E-03
1.336	1.12E-02
1.337	1.32E-02
1.338	1.58E-02
1.339	1.85E-02
1.34	2.00E-02
1.341	1.91E-02
1.342	1.69E-02
1.343	1.47E-02
1.344	1.31E-02
1.345	1.21E-02
1.346	1.15E-02
1.347	1.11E-02
1.348	1.09E-02
1.349	1.08E-02
1.35	1.08E-02
1.351	1.09E-02
1.352	1.11E-02
1.353	1.13E-02
1.354	1.15E-02
1.355	1.18E-02
1.356	1.21E-02
1.357	1.25E-02
1.358	1.28E-02
1.359	1.32E-02
1.36	1.37E-02
1.361	1.41E-02
1.362	1.46E-02
1.363	1.52E-02
